Sleep_Stage,MeanP_Theta_O2,MedianF_Theta_O2,MeanF_Theta_O2,Spectral Edge_Theta_O2,PeakF_Theta_O2
NREM,0.00104,4.62049,9.1161,7.49268,3.49659
NREM,0.00106,4.12098,9.1161,7.49268,5.99415
NREM,0.00105,4.74537,9.1161,7.9922,4.99512
NREM,0.00116,4.62049,9.36585,7.3678,4.74537
NREM,0.0013,4.37073,8.86634,7.24293,3.9961
NREM,0.00118,4.62049,8.86634,7.49268,4.87024
NREM,0.00114,4.49561,8.99122,7.24293,5.24488
NREM,0.00102,4.62049,9.49073,7.61756,5.36976
NREM,0.00123,4.87024,8.99122,7.49268,5.61951
NREM,0.00133,4.12098,9.24098,7.24293,4.12098
NREM,0.0012,4.62049,8.74146,7.61756,4.12098
NREM,0.00121,4.74537,9.1161,7.49268,3.49659
NREM,0.00117,4.62049,8.99122,7.49268,2.99707
NREM,0.00132,4.37073,9.36585,7.3678,4.49561
NREM,0.00139,4.24585,8.74146,7.24293,5.74439
NREM,0.00122,4.37073,9.1161,7.61756,2.62244
NREM,0.00108,4.74537,8.99122,7.61756,5.24488
NREM,0.00119,4.24585,9.1161,7.3678,3.62146
NREM,0.00111,4.37073,8.99122,7.49268,2.74732
NREM,0.0012,3.9961,9.1161,7.11805,3.49659
NREM,0.00104,4.24585,8.99122,7.3678,3.87122
NREM,0.00328,3.87122,10.36488,7.24293,2.8722
NREM,0.01104,2.8722,9.49073,6.49366,2.62244
NREM,0.00105,4.12098,9.1161,7.9922,4.12098
NREM,0.001,4.87024,9.24098,8.49171,4.99512
NREM,0.00405,3.24683,8.74146,6.49366,3.12195
NREM,0.00263,3.9961,8.99122,7.49268,2.8722
NREM,0.00062,4.87024,9.36585,8.11707,3.87122
NREM,0.00069,4.99512,9.36585,7.9922,3.37171
NREM,0.00267,4.37073,9.61561,7.49268,3.49659
NREM,0.00402,4.62049,11.61366,9.36585,3.12195
NREM,0.00043,5.12,10.48976,9.36585,3.62146
NREM,0.00092,4.99512,9.49073,7.9922,2.62244
NREM,0.00152,4.74537,10.86439,9.24098,3.49659
NREM,0.00065,5.12,9.49073,8.74146,5.12
NREM,0.00081,4.74537,9.49073,7.9922,4.62049
NREM,0.00072,4.74537,9.1161,7.74244,4.74537
NREM,0.00072,4.87024,9.61561,8.24195,2.99707
NREM,0.00061,4.99512,9.86537,8.49171,5.49463
NREM,0.00555,3.87122,10.73951,8.74146,2.99707
NREM,0.00091,5.49463,9.74049,9.1161,3.9961
NREM,0.00074,5.49463,9.49073,8.86634,8.74146
NREM,0.00068,4.24585,9.61561,7.9922,4.24585
NREM,0.00079,5.24488,9.36585,8.86634,2.37268
NREM,0.00056,4.49561,10.24,8.99122,3.62146
NREM,0.00053,4.87024,9.86537,8.99122,2.37268
NREM,0.0006,5.86927,9.74049,9.24098,6.2439
NREM,0.00056,4.87024,9.36585,7.9922,4.62049
NREM,0.00055,5.12,9.74049,9.1161,4.37073
NREM,0.00053,4.49561,9.49073,8.24195,3.9961
NREM,0.00062,4.87024,9.49073,7.9922,5.24488
NREM,0.00058,4.49561,9.36585,7.74244,4.24585
NREM,0.00092,4.87024,9.74049,8.24195,2.8722
REM,0.00059,4.74537,9.36585,8.24195,4.74537
REM,0.00062,4.99512,9.74049,7.9922,4.12098
REM,0.00053,4.87024,10.24,8.99122,2.37268
REM,0.00044,5.61951,9.74049,9.24098,3.24683
REM,0.00065,3.62146,9.86537,8.86634,2.62244
REM,0.00047,5.36976,9.86537,8.99122,4.74537
REM,0.0003,5.36976,10.24,8.86634,4.37073
REM,0.00036,5.61951,10.24,9.36585,5.12
REM,0.00047,4.74537,11.3639,9.49073,2.2478
REM,0.00041,5.36976,10.24,9.49073,5.61951
NREM,0.00056,5.99415,9.86537,9.36585,4.62049
NREM,0.00071,5.36976,10.24,9.24098,4.87024
NREM,0.00105,3.87122,10.24,8.49171,3.37171
NREM,0.0093,4.62049,11.3639,10.11512,3.62146
NREM,0.00054,5.12,9.86537,8.99122,3.9961
NREM,0.00068,4.62049,9.36585,7.61756,3.12195
REM,0.00092,6.2439,9.99024,9.36585,7.11805
NREM,0.00067,5.61951,9.99024,9.36585,5.12
REM,0.00083,4.62049,9.36585,7.86732,3.37171
REM,0.00056,4.49561,9.49073,8.36683,4.49561
REM,0.00053,4.87024,9.86537,8.86634,4.87024
REM,0.00069,5.24488,10.36488,8.61659,5.99415
NREM,0.00055,4.49561,9.49073,8.24195,3.74634
NREM,0.00047,4.87024,9.49073,8.24195,4.49561
NREM,0.00053,4.87024,9.86537,8.99122,3.9961
NREM,0.00056,4.62049,9.24098,7.9922,4.24585
NREM,0.00133,4.87024,12.73756,10.24,5.12
NREM,0.00079,4.49561,9.49073,8.24195,4.24585
REM,0.00076,4.74537,9.49073,8.11707,4.87024
REM,0.0008,5.49463,9.74049,8.61659,2.62244
REM,0.00065,4.62049,9.61561,8.11707,4.62049
REM,0.00168,3.9961,9.49073,7.86732,3.12195
REM,0.00043,5.49463,10.24,9.24098,6.49366
REM,0.00086,4.99512,9.1161,8.24195,4.87024
REM,0.00058,4.87024,9.49073,8.24195,4.49561
REM,0.00055,4.99512,10.11512,8.36683,4.37073
REM,0.00038,4.99512,10.11512,8.74146,3.87122
NREM,0.00602,3.49659,10.11512,8.61659,2.37268
NREM,0.00521,3.74634,10.11512,7.86732,4.37073
REM,0.00056,4.99512,9.49073,7.9922,5.36976
REM,0.00065,5.36976,9.74049,8.86634,6.36878
NREM,0.00172,3.87122,10.73951,8.61659,3.12195
NREM,0.00071,6.36878,10.11512,9.49073,8.61659
NREM,0.00054,6.86829,10.11512,9.74049,9.61561
NREM,0.00059,6.61854,10.11512,9.99024,10.11512
NREM,0.00038,5.61951,10.36488,9.49073,6.11902
NREM,0.00035,5.74439,10.61463,9.24098,3.87122
NREM,0.00029,5.12,10.48976,9.24098,4.62049
NREM,0.00032,5.99415,9.99024,8.86634,5.99415
NREM,0.00059,6.61854,10.86439,10.48976,7.11805
NREM,0.00104,8.24195,9.99024,9.86537,9.74049
NREM,0.0005,6.2439,10.24,9.74049,9.86537
NREM,0.00056,5.99415,10.11512,9.49073,5.24488
NREM,0.00045,5.61951,10.11512,9.1161,5.61951
NREM,0.00036,5.86927,10.24,9.1161,3.62146
NREM,0.00044,5.74439,10.48976,9.36585,5.86927
NREM,0.00042,5.36976,10.11512,8.86634,6.49366
NREM,0.00036,5.36976,10.73951,9.74049,4.74537
NREM,0.00032,5.49463,10.61463,9.24098,5.86927
NREM,0.00033,5.24488,9.99024,8.49171,5.36976
NREM,0.00096,6.2439,10.86439,10.24,10.24
NREM,0.00079,6.99317,9.99024,9.61561,7.9922
NREM,0.00036,5.36976,10.61463,9.24098,3.87122
NREM,0.00037,5.49463,10.24,9.1161,4.62049
NREM,0.00149,4.87024,10.36488,8.86634,5.49463
NREM,0.00029,6.61854,11.86341,10.36488,3.12195
NREM,0.00037,6.86829,11.86341,10.36488,3.9961
NREM,0.00039,7.24293,11.23902,9.99024,7.61756
NREM,0.00513,3.49659,9.61561,6.74341,1.49854
NREM,0.00038,6.61854,11.98829,10.48976,8.11707
NREM,0.00035,6.11902,11.61366,10.24,3.87122
NREM,0.0004,6.49366,11.73854,10.24,2.99707
NREM,0.00038,5.86927,12.36293,10.36488,7.24293
NREM,0.00038,6.36878,11.23902,9.86537,6.99317
NREM,0.00043,5.99415,11.61366,9.61561,6.11902
NREM,0.00045,5.86927,11.73854,9.86537,3.12195
NREM,0.00041,5.74439,11.98829,10.24,3.37171
NREM,0.00039,6.11902,11.98829,10.61463,4.12098
NREM,0.00043,5.61951,11.98829,9.99024,3.12195
NREM,0.00045,5.99415,12.36293,10.24,5.12
NREM,0.00048,5.49463,11.98829,10.24,3.9961
NREM,0.00048,6.2439,11.86341,10.36488,4.24585
NREM,0.00053,5.74439,11.3639,9.61561,3.24683
NREM,0.00065,5.12,11.23902,9.74049,4.12098
NREM,0.00066,5.12,11.11415,9.24098,3.87122
NREM,0.00064,5.61951,10.98927,9.86537,5.12
NREM,0.00056,5.61951,11.23902,9.86537,4.49561
NREM,0.00059,5.74439,11.86341,10.24,3.49659
NREM,0.00059,5.86927,11.3639,9.74049,4.12098
NREM,0.0006,5.74439,11.48878,9.61561,4.74537
NREM,0.00077,5.61951,11.61366,9.74049,5.86927
NREM,0.00072,6.11902,10.86439,9.36585,8.49171
NREM,0.00067,6.49366,11.23902,9.99024,3.62146
NREM,0.00081,5.86927,11.23902,9.74049,4.49561
NREM,0.00066,5.86927,10.86439,9.36585,5.49463
NREM,0.00074,5.86927,11.61366,10.11512,5.99415
NREM,0.00075,5.74439,10.98927,9.49073,6.99317
NREM,0.00065,6.11902,10.98927,9.86537,4.99512
NREM,0.00074,5.99415,10.73951,9.49073,4.24585
NREM,0.00073,5.99415,10.98927,9.86537,4.87024
NREM,0.0008,5.74439,10.61463,9.61561,4.12098
NREM,0.00072,5.61951,10.98927,9.74049,3.74634
NREM,0.00083,6.36878,10.48976,9.61561,5.49463
NREM,0.00088,5.61951,10.61463,9.24098,4.12098
NREM,0.00074,5.74439,10.73951,9.49073,4.99512
NREM,0.00077,5.86927,10.61463,9.61561,4.37073
NREM,0.00086,5.49463,10.11512,9.1161,3.9961
NREM,0.00088,5.86927,9.74049,8.74146,3.24683
NREM,0.00087,5.24488,10.48976,9.24098,5.12
NREM,0.00082,5.74439,10.24,9.24098,5.12
NREM,0.00086,5.61951,10.11512,9.24098,3.12195
NREM,0.00072,6.2439,10.36488,9.36585,7.24293
NREM,0.00082,5.99415,10.36488,8.99122,6.11902
NREM,0.00073,5.74439,10.61463,9.36585,3.24683
NREM,0.00131,5.24488,9.99024,8.61659,3.49659
NREM,0.00083,5.61951,10.11512,8.74146,4.37073
NREM,0.00084,5.49463,10.48976,8.99122,4.12098
NREM,0.00099,5.49463,9.99024,8.49171,6.61854
NREM,0.00083,5.24488,10.36488,9.1161,3.37171
NREM,0.00089,5.61951,10.36488,8.86634,3.9961
NREM,0.00082,5.74439,9.86537,8.86634,5.36976
NREM,0.00093,5.49463,10.24,8.86634,4.24585
NREM,0.00082,5.74439,9.99024,8.86634,4.12098
NREM,0.00087,5.86927,10.11512,8.99122,4.99512
NREM,0.00077,4.99512,9.86537,8.49171,4.87024
NREM,0.00095,5.49463,9.99024,8.49171,5.12
NREM,0.00095,5.36976,10.11512,8.61659,4.99512
NREM,0.00084,5.12,9.74049,8.61659,4.12098
NREM,0.00078,5.36976,10.11512,8.61659,4.24585
NREM,0.00085,5.36976,10.48976,8.86634,6.49366
NREM,0.00096,5.24488,10.24,8.49171,5.24488
NREM,0.00085,5.49463,10.24,8.99122,4.62049
NREM,0.00091,5.49463,10.11512,8.61659,6.99317
NREM,0.0008,5.61951,10.24,8.86634,2.99707
NREM,0.00084,5.86927,10.24,8.61659,5.86927
NREM,0.00084,5.61951,9.99024,8.61659,4.12098
NREM,0.00092,5.24488,9.99024,8.49171,3.12195
NREM,0.0009,5.74439,9.99024,8.49171,7.24293
NREM,0.00097,5.12,9.61561,8.36683,4.24585
NREM,0.00078,5.24488,10.24,8.74146,5.12
NREM,0.00088,5.61951,9.99024,8.36683,6.86829
NREM,0.00082,5.86927,10.24,8.86634,5.99415
NREM,0.00084,5.36976,9.86537,8.49171,2.99707
NREM,0.00081,5.49463,9.86537,8.61659,7.24293
NREM,0.00095,5.61951,9.99024,8.61659,5.49463
NREM,0.00086,5.49463,9.74049,8.36683,5.12
NREM,0.00074,5.74439,10.11512,8.49171,5.74439
NREM,0.00088,5.61951,9.86537,8.49171,5.86927
NREM,0.00068,5.86927,10.24,9.1161,6.86829
NREM,0.00079,5.36976,9.74049,8.49171,5.86927
NREM,0.00073,5.24488,10.48976,8.74146,5.12
NREM,0.00072,5.24488,10.48976,8.74146,6.61854
NREM,0.00088,5.24488,10.24,8.74146,5.24488
NREM,0.00074,5.12,10.24,8.74146,4.87024
NREM,0.00078,5.74439,10.11512,8.86634,6.36878
NREM,0.00084,5.36976,9.99024,8.61659,7.24293
NREM,0.00069,5.99415,10.24,8.99122,7.61756
NREM,0.00086,5.24488,10.98927,9.24098,3.9961
NREM,0.00059,5.99415,10.86439,9.49073,7.49268
NREM,0.00075,5.49463,10.86439,9.36585,5.61951
NREM,0.00074,6.2439,10.36488,9.36585,7.3678
NREM,0.00053,6.49366,11.11415,9.74049,6.99317
NREM,0.00079,5.99415,11.11415,9.74049,7.74244
NREM,0.00048,6.2439,11.48878,10.36488,4.24585
NREM,0.00053,6.2439,11.48878,10.11512,7.3678
NREM,0.00046,6.2439,11.48878,9.74049,4.37073
REM,0.00046,6.74341,11.86341,10.61463,7.11805
REM,0.00044,6.61854,11.61366,10.11512,7.74244
REM,0.00051,6.2439,12.11317,10.86439,7.11805
REM,0.00049,6.49366,11.11415,9.49073,3.9961
NREM,0.00021,6.2439,11.48878,9.86537,7.9922
NREM,0.0003,7.24293,11.11415,9.99024,7.74244
NREM,0.00024,6.61854,11.61366,10.11512,8.24195
NREM,0.00026,6.36878,11.23902,9.86537,6.74341
NREM,0.00027,6.11902,11.98829,10.11512,5.24488
NREM,0.00024,6.36878,11.73854,10.36488,3.87122
NREM,0.00025,6.11902,11.48878,9.99024,4.62049
NREM,0.00027,6.2439,11.23902,9.86537,6.99317
NREM,0.00024,5.86927,11.61366,9.86537,4.12098
NREM,0.0003,6.36878,11.61366,10.36488,4.24585
NREM,0.00028,5.86927,11.11415,9.74049,4.74537
NREM,0.00031,5.36976,11.73854,10.11512,4.12098
NREM,0.0004,6.2439,11.23902,9.74049,8.36683
NREM,0.00029,6.61854,10.98927,9.61561,5.49463
NREM,0.0003,6.36878,11.11415,9.99024,3.9961
NREM,0.00042,6.49366,11.73854,9.86537,7.24293
NREM,0.00045,7.24293,10.86439,9.74049,7.49268
NREM,0.00034,5.99415,11.3639,9.99024,5.74439
NREM,0.00036,6.49366,11.23902,9.99024,4.24585
NREM,0.00048,5.99415,10.61463,9.36585,3.87122
NREM,0.00043,6.2439,10.61463,9.61561,4.87024
NREM,0.00038,6.36878,11.11415,9.86537,3.87122
NREM,0.00048,6.74341,10.24,9.36585,8.36683
NREM,0.00039,6.74341,11.98829,10.36488,7.86732
NREM,0.0005,6.11902,10.48976,9.36585,6.11902
NREM,0.00049,6.2439,10.48976,9.61561,7.74244
NREM,0.00046,6.11902,10.48976,9.61561,4.87024
NREM,0.00056,5.86927,9.74049,8.86634,5.86927
NREM,0.00051,6.36878,10.48976,9.61561,5.99415
NREM,0.0005,5.36976,9.99024,8.86634,4.12098
NREM,0.00051,5.99415,9.99024,8.99122,7.24293
NREM,0.00047,6.11902,10.36488,9.1161,7.49268
NREM,0.00055,5.99415,10.36488,9.24098,5.61951
NREM,0.00057,6.2439,10.11512,8.86634,7.11805
NREM,0.00051,5.86927,10.24,9.1161,7.61756
NREM,0.00051,5.74439,9.99024,9.24098,8.11707
NREM,0.00062,5.36976,9.36585,8.61659,3.9961
NREM,0.00052,5.74439,10.36488,9.24098,3.9961
NREM,0.00049,5.74439,10.48976,9.61561,4.37073
NREM,0.00054,6.2439,9.74049,9.1161,3.87122
NREM,0.0005,5.86927,10.11512,8.99122,3.87122
NREM,0.00055,5.49463,10.36488,9.24098,4.24585
NREM,0.00049,5.86927,9.99024,9.24098,4.87024
NREM,0.00056,6.74341,10.36488,9.24098,7.24293
NREM,0.0004,6.2439,10.86439,9.74049,4.74537
NREM,0.00041,5.36976,10.48976,9.24098,4.37073
NREM,0.00055,5.99415,10.24,9.36585,5.61951
NREM,0.00057,5.86927,10.11512,9.1161,3.87122
NREM,0.00063,6.74341,10.86439,9.61561,7.11805
NREM,0.00028,6.2439,10.86439,9.74049,7.3678
NREM,0.00031,5.99415,10.98927,9.86537,4.12098
NREM,0.00039,6.49366,11.11415,9.99024,8.11707
NREM,0.00032,6.61854,10.98927,9.86537,8.49171
NREM,0.00041,6.36878,11.48878,10.11512,7.74244
NREM,0.0004,6.49366,11.23902,10.11512,7.24293
NREM,0.0004,6.49366,10.98927,9.61561,7.86732
NREM,0.00057,6.2439,10.24,9.1161,7.49268
NREM,0.00054,6.36878,9.86537,9.1161,7.61756
NREM,0.00047,5.74439,10.48976,9.49073,4.12098
NREM,0.00042,6.2439,10.36488,9.24098,8.11707
NREM,0.00046,5.99415,10.73951,9.36585,8.11707
NREM,0.00048,5.99415,10.61463,9.24098,4.87024
NREM,0.00039,5.86927,10.73951,9.36585,7.3678
NREM,0.00052,6.36878,10.86439,9.74049,7.74244
NREM,0.00047,5.99415,10.36488,8.99122,3.9961
NREM,0.0004,6.36878,10.61463,9.49073,6.86829
NREM,0.00058,5.74439,10.73951,9.36585,4.87024
NREM,0.00045,5.74439,10.48976,9.49073,6.2439
NREM,0.00051,6.61854,10.61463,9.49073,7.24293
NREM,0.00047,6.49366,10.24,9.49073,5.86927
NREM,0.00046,6.11902,10.11512,9.36585,7.11805
NREM,0.00046,5.61951,10.11512,8.86634,3.9961
NREM,0.00053,6.36878,10.86439,9.49073,7.86732
NREM,0.00025,5.74439,11.11415,9.99024,3.74634
NREM,0.00033,7.49268,11.23902,10.48976,7.74244
NREM,0.00046,5.99415,10.61463,9.1161,5.12
NREM,0.00037,6.36878,11.11415,9.49073,4.87024
NREM,0.00036,6.99317,10.98927,9.86537,7.24293
NREM,0.00031,6.74341,11.3639,9.99024,4.12098
REM,0.00025,6.49366,12.73756,11.23902,3.87122
REM,0.00046,7.74244,11.48878,10.36488,7.74244
REM,0.00035,7.61756,10.86439,9.99024,7.61756
REM,0.00024,7.11805,11.23902,9.99024,7.49268
REM,0.00019,7.49268,12.23805,10.98927,7.9922
REM,0.00019,6.2439,11.73854,10.61463,4.24585
REM,0.00029,7.11805,10.98927,9.99024,7.86732
REM,0.00024,6.86829,11.61366,10.36488,7.3678
REM,0.00024,7.11805,10.86439,9.86537,7.3678
REM,0.00014,6.61854,11.98829,10.86439,4.87024
REM,0.00022,6.86829,11.98829,10.61463,7.49268
REM,0.00022,6.99317,11.3639,10.11512,7.61756
REM,0.00022,7.11805,11.61366,10.61463,4.12098
REM,0.00019,7.24293,11.86341,10.73951,7.3678
REM,0.00013,6.49366,12.4878,10.98927,6.74341
REM,0.00022,7.24293,11.23902,10.36488,6.99317
REM,0.00013,5.36976,12.23805,10.61463,3.87122
REM,0.00013,6.11902,12.4878,10.48976,3.9961
REM,0.0002,7.49268,11.48878,10.48976,8.11707
REM,0.00019,7.11805,12.61268,10.73951,4.62049
REM,0.00025,7.74244,11.48878,10.86439,8.11707
REM,0.00012,5.24488,12.61268,10.48976,4.12098
REM,0.00013,5.61951,12.98732,11.23902,4.12098
REM,0.00015,6.36878,12.61268,10.73951,4.49561
REM,0.00017,6.61854,12.73756,11.23902,4.49561
REM,0.00018,7.49268,12.23805,11.23902,7.74244
REM,0.00015,6.36878,12.4878,10.48976,5.36976
REM,0.00021,7.49268,11.3639,10.48976,8.61659
REM,0.00018,7.24293,12.36293,11.3639,8.11707
REM,0.00015,5.86927,12.73756,10.98927,4.12098
REM,0.00014,6.36878,12.98732,11.23902,4.12098
REM,0.0004,7.86732,11.23902,10.48976,8.86634
REM,0.0002,6.74341,11.86341,10.61463,6.99317
REM,0.00027,7.49268,11.73854,10.86439,7.86732
REM,0.00025,7.49268,11.11415,10.24,7.86732
REM,0.00015,6.86829,12.73756,11.3639,3.9961
REM,0.00014,6.49366,12.73756,11.23902,4.99512
REM,0.00018,6.99317,11.73854,10.61463,7.3678
REM,0.00017,6.74341,11.98829,10.48976,4.74537
REM,0.00018,7.49268,11.73854,10.61463,7.49268
REM,0.00013,6.11902,12.11317,10.24,7.11805
REM,0.00021,6.86829,11.61366,10.73951,6.86829
REM,0.00014,6.2439,12.36293,10.48976,4.12098
REM,0.00024,7.74244,12.23805,11.11415,8.36683
REM,0.00013,6.11902,12.86244,10.98927,4.12098
REM,0.00015,6.74341,12.61268,11.11415,4.12098
REM,0.00021,7.24293,11.73854,10.98927,8.11707
REM,0.00023,7.24293,11.61366,10.36488,7.9922
REM,0.00035,7.74244,10.86439,9.99024,7.86732
REM,0.00017,6.99317,11.48878,9.99024,7.74244
REM,0.00018,7.74244,12.36293,11.3639,7.86732
NREM,0.00024,6.86829,11.3639,10.11512,7.74244
NREM,0.0002,6.61854,11.86341,10.61463,7.3678
NREM,0.00021,6.99317,11.23902,9.99024,4.24585
NREM,0.00023,7.11805,11.61366,10.24,7.24293
NREM,0.00022,6.2439,11.48878,9.74049,5.12
NREM,0.00028,6.74341,11.48878,9.74049,7.61756
NREM,0.00022,6.74341,11.73854,10.36488,7.11805
NREM,0.00024,5.99415,11.61366,10.36488,4.12098
NREM,0.00026,5.74439,11.86341,10.61463,4.12098
NREM,0.00025,6.99317,11.3639,10.24,7.24293
NREM,0.00028,5.36976,11.48878,9.36585,5.12
NREM,0.00037,6.36878,11.86341,10.36488,7.61756
NREM,0.0003,5.86927,11.61366,9.99024,4.24585
NREM,0.00028,5.74439,11.73854,10.24,3.9961
NREM,0.00027,5.99415,11.48878,10.48976,4.24585
NREM,0.00032,5.61951,11.3639,9.99024,7.24293
NREM,0.00032,6.36878,11.3639,10.36488,4.24585
NREM,0.00029,6.36878,11.98829,10.61463,3.12195
NREM,0.00042,6.11902,10.73951,9.86537,4.37073
NREM,0.00035,5.86927,11.23902,9.74049,4.24585
NREM,0.00036,6.36878,11.48878,10.11512,4.24585
NREM,0.00036,6.61854,11.11415,10.11512,4.24585
NREM,0.00036,6.11902,11.11415,9.74049,4.24585
NREM,0.00032,6.2439,11.48878,9.99024,4.37073
NREM,0.00037,5.99415,11.11415,9.99024,4.24585
NREM,0.00045,6.61854,11.11415,10.24,7.3678
NREM,0.00036,6.2439,11.48878,10.11512,4.24585
NREM,0.00042,6.74341,10.73951,9.99024,5.12
NREM,0.00049,6.99317,10.73951,9.61561,7.9922
NREM,0.00048,6.36878,10.61463,9.74049,5.12
NREM,0.00048,5.86927,11.23902,10.24,4.12098
NREM,0.00045,6.2439,10.73951,9.49073,4.12098
NREM,0.00046,6.74341,10.86439,9.86537,5.12
NREM,0.00043,5.86927,10.61463,9.36585,5.12
NREM,0.00055,5.99415,10.73951,9.99024,4.99512
NREM,0.0005,6.2439,10.73951,9.49073,3.74634
NREM,0.00046,6.74341,10.73951,9.86537,4.12098
NREM,0.00044,5.86927,10.86439,9.61561,4.12098
NREM,0.00047,5.61951,10.73951,9.86537,4.99512
NREM,0.00047,6.2439,10.73951,9.49073,7.24293
NREM,0.00057,5.86927,10.11512,9.24098,4.99512
NREM,0.00052,6.11902,10.24,9.24098,5.49463
NREM,0.00052,6.2439,10.36488,9.36585,5.24488
NREM,0.0005,5.86927,10.48976,9.36585,6.49366
NREM,0.00055,5.99415,10.48976,9.24098,3.9961
NREM,0.0006,5.99415,10.24,8.99122,7.11805
NREM,0.00055,5.24488,9.99024,8.99122,4.62049
NREM,0.00055,4.99512,9.99024,8.86634,4.49561
NREM,0.00046,5.49463,10.11512,9.1161,7.24293
NREM,0.00053,5.74439,10.24,9.24098,7.3678
NREM,0.00049,6.11902,10.24,9.24098,5.12
NREM,0.00051,5.61951,10.24,8.74146,7.9922
NREM,0.00078,7.11805,16.35902,14.36098,4.99512
NREM,0.00052,5.74439,10.11512,8.61659,4.74537
NREM,0.00052,5.86927,10.24,8.99122,5.12
NREM,0.00045,5.99415,10.48976,9.49073,5.86927
NREM,0.0005,6.2439,10.98927,9.61561,7.11805
NREM,0.00044,6.11902,10.48976,9.61561,7.74244
NREM,0.00051,6.11902,10.48976,9.49073,3.9961
NREM,0.00048,5.61951,9.99024,8.86634,3.87122
NREM,0.00052,5.61951,10.48976,9.61561,4.12098
NREM,0.00053,5.86927,10.11512,8.86634,3.87122
NREM,0.00062,5.61951,9.86537,8.74146,7.24293
NREM,0.00054,5.86927,9.99024,8.99122,3.9961
NREM,0.00047,5.24488,9.86537,8.99122,4.12098
NREM,0.00055,5.74439,9.86537,8.74146,4.12098
NREM,0.00043,5.12,10.36488,9.1161,3.12195
NREM,0.00047,5.86927,10.11512,8.99122,6.74341
NREM,0.00048,5.74439,10.24,9.36585,3.87122
NREM,0.00052,5.36976,10.48976,8.74146,4.99512
NREM,0.00051,5.99415,10.24,9.1161,4.12098
NREM,0.00046,5.49463,10.11512,9.24098,4.99512
NREM,0.00048,5.61951,10.24,8.99122,6.86829
NREM,0.00057,6.11902,9.74049,9.1161,6.99317
NREM,0.00042,5.86927,10.48976,8.99122,7.24293
NREM,0.00054,5.86927,10.24,9.24098,5.99415
NREM,0.00048,5.36976,10.11512,9.1161,5.12
NREM,0.00052,5.86927,10.36488,9.24098,6.36878
NREM,0.00057,6.49366,10.36488,9.36585,6.74341
NREM,0.00049,5.49463,10.36488,8.99122,4.12098
NREM,0.00047,5.99415,10.36488,9.24098,5.49463
NREM,0.0005,5.36976,9.86537,8.74146,5.12
NREM,0.00051,5.86927,10.36488,9.36585,4.12098
NREM,0.00049,5.24488,10.11512,8.86634,4.12098
NREM,0.00051,5.86927,10.24,8.99122,4.24585
NREM,0.00052,5.12,10.24,8.86634,3.87122
NREM,0.00063,5.49463,10.24,8.86634,6.11902
NREM,0.00046,5.61951,10.24,9.1161,4.12098
NREM,0.0005,5.86927,10.36488,9.1161,6.11902
NREM,0.00058,5.61951,9.99024,9.1161,4.12098
NREM,0.00048,5.74439,10.24,8.86634,4.62049
NREM,0.00059,5.49463,9.99024,8.99122,4.87024
NREM,0.00048,5.74439,10.24,8.86634,6.99317
NREM,0.00049,5.49463,10.36488,9.61561,3.9961
NREM,0.0005,5.36976,10.24,8.74146,4.24585
NREM,0.00045,5.24488,10.61463,9.36585,3.9961
NREM,0.00051,5.36976,10.61463,9.1161,4.37073
NREM,0.00042,5.86927,10.86439,9.36585,3.9961
NREM,0.00056,5.86927,10.61463,9.36585,7.74244
NREM,0.0005,5.99415,10.24,8.86634,3.87122
NREM,0.0005,5.86927,10.98927,9.49073,3.12195
NREM,0.00066,6.2439,10.48976,8.99122,7.49268
NREM,0.00041,5.24488,10.48976,9.24098,5.12
NREM,0.00046,5.36976,10.73951,9.36585,3.9961
NREM,0.00042,5.49463,10.73951,9.49073,4.12098
NREM,0.00043,6.74341,10.73951,9.86537,8.36683
NREM,0.00042,6.49366,10.73951,9.36585,5.86927
NREM,0.00049,6.36878,11.11415,10.11512,6.99317
NREM,0.0004,7.3678,11.48878,10.24,7.49268
NREM,0.00025,6.2439,11.3639,10.11512,4.62049
NREM,0.00032,6.86829,11.11415,10.11512,8.36683
NREM,0.00036,6.2439,10.86439,9.74049,3.87122
NREM,0.00025,5.24488,11.86341,10.11512,3.9961
NREM,0.00043,6.11902,10.73951,9.49073,5.12
NREM,0.00038,6.36878,11.23902,9.49073,8.49171
NREM,0.00027,6.2439,11.11415,9.74049,3.9961
NREM,0.00034,6.74341,11.11415,9.49073,7.86732
NREM,0.00025,6.61854,11.73854,10.61463,4.24585
REM,0.00022,6.99317,12.4878,10.61463,4.24585
REM,0.00014,6.36878,12.4878,10.61463,2.8722
REM,0.00029,7.49268,11.61366,10.98927,7.61756
REM,0.00019,6.11902,11.98829,10.36488,4.12098
REM,0.00017,6.36878,12.4878,11.11415,7.11805
REM,0.00018,6.11902,11.98829,10.61463,4.12098
REM,0.0002,6.2439,12.86244,11.23902,4.62049
REM,0.00031,7.86732,11.73854,10.98927,8.24195
REM,0.00025,7.61756,11.61366,10.11512,7.86732
REM,0.0004,7.74244,11.48878,10.48976,8.11707
REM,0.00032,7.61756,11.61366,10.86439,7.3678
REM,0.00016,6.61854,12.23805,10.11512,7.24293
REM,0.00025,7.24293,11.98829,10.98927,4.49561
REM,0.00024,7.24293,11.61366,10.86439,4.12098
REM,0.00021,6.86829,12.11317,10.98927,7.3678
REM,0.0002,7.11805,11.61366,10.11512,7.11805
