Sleep_Stage,MeanP_Theta_C4,MedianF_Theta_C4,MeanF_Theta_C4,Spectral Edge_Theta_C4,PeakF_Theta_C4
NREM,0.00224,4.49561,10.48976,7.61756,3.37171
NREM,0.00241,3.9961,8.86634,6.99317,4.49561
NREM,0.0034,3.37171,8.74146,6.61854,2.62244
NREM,0.00174,4.62049,10.48976,8.24195,4.62049
NREM,0.00249,4.37073,9.74049,6.99317,4.49561
NREM,0.00228,4.24585,10.61463,7.9922,4.12098
NREM,0.00241,4.49561,10.36488,7.49268,3.62146
NREM,0.0027,4.87024,10.73951,7.49268,3.62146
NREM,0.00203,4.49561,11.98829,8.11707,3.49659
NREM,0.00308,4.37073,10.86439,7.74244,3.62146
NREM,0.00232,4.62049,12.23805,9.1161,3.49659
NREM,0.00304,4.12098,10.36488,7.49268,2.8722
NREM,0.00192,4.99512,12.23805,8.86634,5.24488
NREM,0.00278,4.49561,9.99024,7.49268,4.37073
NREM,0.01232,4.37073,10.86439,7.9922,2.8722
NREM,0.00146,4.62049,9.61561,7.9922,3.74634
NREM,0.00256,4.49561,10.11512,7.9922,3.49659
NREM,0.00256,4.24585,9.49073,6.99317,3.62146
NREM,0.00194,4.99512,12.86244,9.86537,3.49659
NREM,0.00214,4.74537,11.3639,9.36585,3.74634
NREM,0.00349,3.87122,10.24,7.3678,3.87122
NREM,0.0028,4.37073,10.24,7.86732,3.87122
NREM,0.00201,4.49561,10.86439,7.61756,4.12098
NREM,0.00209,4.87024,12.36293,10.24,3.87122
NREM,0.00244,5.12,11.11415,8.74146,5.86927
NREM,0.00266,4.37073,10.24,7.74244,3.9961
NREM,0.0038,4.24585,10.98927,8.11707,3.24683
NREM,0.00285,4.49561,10.73951,8.24195,4.24585
NREM,0.00303,4.37073,10.61463,7.9922,3.87122
NREM,0.00275,4.49561,10.11512,8.24195,3.24683
NREM,0.00417,4.74537,10.11512,7.3678,5.24488
NREM,0.00215,4.62049,10.61463,8.24195,2.74732
NREM,0.00345,4.49561,10.24,7.74244,4.74537
NREM,0.00277,4.99512,9.74049,8.36683,5.12
NREM,0.00287,4.87024,11.23902,8.61659,3.87122
NREM,0.00384,4.49561,9.24098,7.49268,4.74537
NREM,0.00438,4.49561,9.99024,7.74244,3.37171
NREM,0.00416,4.37073,9.49073,7.3678,5.36976
NREM,0.00508,4.62049,9.1161,7.24293,5.74439
NREM,0.0031,4.62049,9.49073,7.74244,4.37073
NREM,0.00357,4.49561,9.61561,7.74244,4.49561
NREM,0.00473,4.37073,8.61659,6.99317,3.62146
NREM,0.00479,4.49561,9.1161,7.3678,4.99512
NREM,0.00375,4.74537,8.99122,7.61756,2.8722
NREM,0.00503,4.62049,9.24098,7.11805,4.87024
NREM,0.00331,4.24585,9.24098,7.61756,4.12098
NREM,0.00408,4.24585,9.99024,7.3678,3.24683
NREM,0.00331,4.49561,9.74049,7.61756,5.99415
NREM,0.00409,4.24585,9.24098,7.3678,4.37073
NREM,0.00377,4.24585,9.74049,7.74244,2.8722
NREM,0.0071,4.62049,8.86634,7.11805,3.9961
NREM,0.00381,4.12098,8.99122,7.11805,3.37171
NREM,0.00395,4.12098,8.99122,7.3678,2.99707
NREM,0.03055,3.49659,9.49073,6.61854,3.37171
NREM,0.00481,3.74634,9.24098,6.74341,3.62146
NREM,0.00188,4.37073,9.74049,8.36683,4.12098
NREM,0.0028,4.24585,9.61561,7.74244,3.49659
NREM,0.00181,4.37073,10.11512,7.86732,3.62146
NREM,0.0026,3.87122,9.49073,7.3678,3.62146
NREM,0.00212,3.9961,10.73951,7.86732,3.49659
NREM,0.00203,4.37073,10.61463,7.86732,4.12098
NREM,0.00177,4.62049,10.61463,8.11707,3.24683
NREM,0.00392,4.49561,10.48976,7.74244,5.49463
NREM,0.0019,4.74537,11.73854,9.49073,3.49659
NREM,0.01455,3.62146,9.74049,7.61756,1.87317
NREM,0.00878,4.12098,12.11317,10.48976,2.74732
NREM,0.00143,4.24585,9.61561,7.86732,3.74634
NREM,0.00232,4.62049,10.61463,7.74244,3.24683
NREM,0.00123,4.99512,9.99024,8.24195,4.87024
NREM,0.00133,3.87122,10.86439,8.36683,3.37171
NREM,0.00256,3.87122,10.73951,7.24293,3.37171
NREM,0.00391,3.9961,10.73951,7.61756,3.12195
NREM,0.00361,4.49561,10.24,7.49268,3.9961
NREM,0.00246,4.37073,10.98927,7.74244,5.74439
NREM,0.00169,4.87024,10.61463,8.36683,3.87122
NREM,0.00226,4.74537,10.24,7.86732,3.12195
NREM,0.01057,3.74634,10.48976,7.49268,2.99707
NREM,0.00134,4.74537,9.99024,8.36683,3.49659
NREM,0.00169,3.9961,9.1161,7.24293,3.12195
NREM,0.00288,4.49561,9.36585,7.11805,3.9961
NREM,0.0024,4.24585,8.99122,7.49268,3.12195
NREM,0.00165,4.37073,8.74146,7.11805,4.24585
NREM,0.00184,4.49561,8.61659,7.3678,4.37073
NREM,0.002,4.37073,8.49171,7.24293,4.99512
NREM,0.00258,4.74537,9.24098,7.3678,5.12
REM,0.00159,4.87024,8.99122,7.24293,4.37073
REM,0.00172,4.74537,8.74146,7.74244,4.74537
REM,0.00128,4.49561,9.36585,7.61756,4.37073
NREM,0.00158,4.62049,9.24098,7.74244,5.12
REM,0.0017,4.62049,8.74146,7.3678,3.87122
REM,0.00265,4.87024,8.61659,7.49268,5.24488
REM,0.00201,4.49561,8.49171,7.11805,3.37171
REM,0.00144,4.62049,8.99122,7.11805,4.99512
REM,0.00196,4.87024,8.99122,7.61756,4.74537
REM,0.00128,4.62049,9.36585,7.74244,4.37073
REM,0.00188,4.74537,8.61659,7.24293,3.24683
REM,0.00128,4.99512,9.1161,7.86732,5.61951
REM,0.00223,4.74537,8.61659,7.24293,4.87024
REM,0.00219,4.49561,8.74146,7.11805,4.24585
REM,0.00171,4.49561,8.74146,7.24293,3.74634
REM,0.00175,4.74537,9.1161,7.74244,4.87024
REM,0.00181,4.99512,8.49171,7.49268,4.24585
REM,0.00138,4.49561,8.86634,7.49268,3.9961
REM,0.00186,4.74537,8.36683,7.24293,4.74537
REM,0.00194,4.74537,8.86634,7.24293,4.87024
REM,0.00223,4.62049,8.74146,7.61756,4.12098
REM,0.00161,4.49561,9.1161,8.36683,4.37073
REM,0.00209,4.74537,8.74146,7.49268,4.62049
REM,0.00186,4.62049,8.61659,7.24293,4.37073
REM,0.00176,5.24488,8.99122,8.11707,5.24488
REM,0.00412,4.24585,11.98829,8.36683,3.62146
NREM,0.00185,4.62049,9.1161,7.86732,4.87024
NREM,0.00739,3.49659,11.73854,8.74146,3.49659
NREM,0.00202,5.12,9.24098,8.24195,3.87122
NREM,0.00128,5.12,9.49073,8.36683,4.49561
REM,0.00199,4.99512,8.99122,7.74244,3.12195
REM,0.00205,4.87024,8.74146,7.3678,4.24585
REM,0.00519,3.62146,8.99122,7.24293,3.37171
NREM,0.00185,4.74537,8.99122,8.24195,4.62049
NREM,0.00136,4.62049,8.99122,7.74244,4.49561
NREM,0.00169,5.12,8.86634,7.49268,5.36976
NREM,0.00099,5.12,9.24098,7.49268,5.12
NREM,0.00205,4.87024,8.99122,7.3678,4.99512
NREM,0.00118,4.74537,9.24098,7.86732,4.49561
REM,0.00227,4.62049,8.36683,6.99317,4.49561
REM,0.00177,4.99512,8.99122,7.86732,3.37171
REM,0.00169,4.62049,8.61659,7.11805,4.74537
REM,0.00145,4.87024,8.61659,7.24293,4.62049
NREM,0.00142,4.74537,9.99024,7.74244,3.12195
NREM,0.00208,4.74537,8.61659,7.24293,3.37171
NREM,0.00106,4.99512,9.24098,7.86732,4.12098
NREM,0.00118,5.24488,8.99122,7.9922,5.86927
NREM,0.00226,4.87024,8.24195,6.99317,4.62049
NREM,0.00175,4.99512,9.1161,7.49268,4.99512
NREM,0.00231,4.62049,8.24195,6.74341,5.24488
NREM,0.00193,4.99512,9.1161,7.74244,3.9961
NREM,0.00159,5.12,8.74146,7.49268,4.49561
NREM,0.00198,4.74537,8.74146,6.99317,4.37073
NREM,0.00184,4.87024,10.36488,8.74146,4.74537
NREM,0.00339,5.74439,12.73756,9.49073,2.62244
NREM,0.00114,5.12,9.49073,8.11707,5.12
NREM,0.00086,5.36976,10.11512,8.74146,5.36976
NREM,0.0013,4.49561,9.49073,7.86732,3.37171
NREM,0.00112,4.74537,9.49073,7.9922,3.49659
NREM,0.00123,4.49561,9.49073,8.36683,3.74634
NREM,0.00126,4.74537,9.24098,7.61756,4.62049
NREM,0.00106,4.99512,9.24098,7.9922,4.49561
NREM,0.00108,4.87024,9.61561,8.11707,5.24488
NREM,0.00147,4.24585,9.49073,7.49268,3.9961
NREM,0.00125,4.37073,9.36585,7.74244,2.99707
NREM,0.00096,4.99512,9.86537,7.9922,5.24488
NREM,0.00212,4.12098,9.36585,6.99317,3.74634
NREM,0.00217,5.99415,10.48976,9.36585,4.99512
NREM,0.00294,4.37073,10.86439,8.36683,2.8722
NREM,0.00095,4.87024,9.86537,8.36683,4.74537
NREM,0.00115,4.87024,9.36585,7.49268,4.87024
NREM,0.00116,4.74537,9.86537,8.36683,4.12098
NREM,0.00149,4.99512,9.86537,8.24195,3.62146
NREM,0.00155,4.37073,10.11512,7.9922,4.24585
NREM,0.00379,3.62146,10.86439,7.24293,3.49659
NREM,0.00559,3.37171,11.98829,8.36683,2.37268
NREM,0.00103,4.74537,9.86537,7.9922,4.49561
NREM,0.00166,4.24585,9.74049,7.61756,3.87122
NREM,0.00157,4.24585,8.99122,7.3678,3.24683
NREM,0.00082,4.99512,11.23902,8.61659,5.12
NREM,0.00133,4.99512,11.3639,8.61659,4.99512
NREM,0.00136,4.99512,12.36293,9.36585,3.87122
NREM,0.00143,4.62049,11.23902,8.74146,4.62049
NREM,0.00144,4.74537,10.86439,8.11707,4.87024
NREM,0.00162,5.12,12.4878,10.86439,4.24585
NREM,0.00214,4.87024,11.23902,8.61659,4.37073
NREM,0.00246,4.62049,10.86439,8.11707,2.8722
NREM,0.00183,4.37073,11.23902,8.49171,4.12098
NREM,0.00216,4.49561,12.4878,10.48976,3.9961
NREM,0.00245,4.74537,11.61366,8.86634,4.62049
NREM,0.00157,5.12,10.73951,8.11707,3.9961
NREM,0.0017,4.74537,11.86341,9.36585,4.74537
NREM,0.00172,4.62049,11.73854,8.99122,3.37171
NREM,0.002,4.74537,10.24,7.9922,3.87122
NREM,0.00294,4.37073,9.99024,8.49171,4.24585
NREM,0.00207,4.24585,11.48878,8.74146,3.9961
NREM,0.00223,4.74537,10.98927,8.11707,4.49561
NREM,0.00283,4.74537,10.86439,7.61756,3.24683
NREM,0.0021,4.74537,10.24,8.24195,5.74439
NREM,0.00319,3.9961,10.61463,7.74244,3.62146
NREM,0.00259,4.62049,10.86439,8.11707,4.24585
NREM,0.00261,4.62049,9.86537,8.24195,5.12
NREM,0.0023,4.37073,10.98927,8.49171,4.37073
NREM,0.00274,4.49561,10.73951,8.24195,3.49659
NREM,0.00379,4.74537,9.74049,7.49268,6.11902
NREM,0.00468,4.87024,9.1161,7.3678,5.61951
NREM,0.00271,4.62049,9.49073,7.9922,4.37073
NREM,0.00399,4.49561,9.61561,7.61756,3.74634
NREM,0.00281,4.99512,9.61561,8.11707,5.36976
NREM,0.00328,4.49561,9.99024,7.9922,3.24683
NREM,0.00385,4.99512,9.99024,7.86732,5.12
NREM,0.0033,4.24585,10.36488,8.11707,4.12098
NREM,0.00512,3.9961,9.1161,7.3678,3.49659
NREM,0.00332,3.87122,9.49073,7.49268,2.2478
NREM,0.00375,4.62049,9.24098,7.86732,1.87317
NREM,0.00377,4.49561,9.74049,7.61756,3.87122
NREM,0.00404,4.62049,9.61561,7.3678,2.74732
NREM,0.00452,4.24585,9.24098,7.3678,2.49756
NREM,0.00341,4.37073,9.86537,7.9922,3.12195
NREM,0.00388,4.49561,9.36585,7.24293,5.24488
NREM,0.00336,4.24585,9.86537,7.61756,3.37171
NREM,0.00434,4.62049,9.36585,7.3678,5.61951
NREM,0.0072,4.37073,9.49073,7.86732,3.12195
NREM,0.00363,4.24585,8.86634,7.24293,3.62146
NREM,0.00339,4.49561,9.61561,7.74244,3.62146
NREM,0.00441,4.49561,9.36585,7.49268,3.87122
NREM,0.00432,4.37073,9.49073,7.49268,4.49561
NREM,0.00398,4.12098,9.1161,7.24293,5.36976
NREM,0.0042,4.24585,9.24098,7.49268,3.37171
NREM,0.00374,4.12098,9.49073,7.49268,2.99707
NREM,0.0042,3.9961,9.61561,7.3678,2.8722
NREM,0.00353,4.12098,8.74146,7.3678,3.62146
NREM,0.00499,4.12098,9.36585,7.11805,3.62146
NREM,0.00334,3.9961,9.36585,7.3678,2.8722
NREM,0.00623,3.62146,10.86439,7.86732,2.8722
NREM,0.01152,2.99707,9.61561,6.61854,2.62244
NREM,0.00171,4.12098,9.36585,7.3678,3.37171
NREM,0.00157,4.24585,9.61561,7.9922,2.62244
NREM,0.00522,3.37171,8.74146,6.61854,3.12195
NREM,0.00316,4.24585,9.24098,7.61756,3.62146
NREM,0.00132,4.74537,9.24098,7.61756,4.37073
NREM,0.00275,4.49561,8.61659,7.49268,4.49561
NREM,0.00336,4.49561,9.61561,7.74244,3.37171
NREM,0.00418,4.74537,11.73854,9.24098,3.87122
NREM,0.00079,5.12,9.86537,8.11707,5.36976
NREM,0.00147,4.87024,9.49073,8.11707,3.24683
NREM,0.00171,5.36976,10.86439,9.1161,3.74634
NREM,0.00168,4.49561,8.99122,7.74244,4.62049
NREM,0.00231,4.62049,8.74146,7.24293,3.49659
NREM,0.00191,4.37073,8.49171,6.99317,3.24683
NREM,0.00158,4.37073,9.1161,7.61756,2.62244
NREM,0.00137,4.74537,8.86634,7.49268,5.12
NREM,0.00575,4.12098,10.48976,8.24195,2.99707
NREM,0.00122,5.99415,9.36585,8.61659,5.49463
NREM,0.00141,5.24488,9.1161,8.36683,5.24488
NREM,0.00185,4.49561,8.99122,7.11805,2.8722
NREM,0.00135,5.12,9.1161,8.11707,5.24488
NREM,0.00133,4.62049,9.1161,7.61756,4.49561
NREM,0.00123,4.87024,9.1161,7.9922,4.74537
NREM,0.00173,4.99512,9.24098,7.74244,4.99512
NREM,0.00208,4.62049,8.24195,6.74341,3.9961
NREM,0.00162,4.49561,9.24098,7.3678,4.49561
NREM,0.00144,4.49561,9.1161,7.61756,4.12098
NREM,0.00195,4.62049,8.74146,7.3678,4.87024
NREM,0.00165,4.62049,8.99122,7.24293,4.99512
NREM,0.00175,4.49561,8.99122,7.3678,4.37073
REM,0.00191,4.74537,8.49171,7.49268,4.12098
REM,0.00221,4.99512,8.74146,7.3678,5.12
REM,0.00143,4.49561,8.99122,7.49268,5.12
REM,0.0017,4.99512,8.86634,7.61756,3.49659
REM,0.00173,4.24585,8.74146,6.99317,4.12098
REM,0.00219,4.87024,8.74146,7.49268,4.74537
REM,0.00173,4.49561,8.61659,7.49268,4.24585
REM,0.00178,4.74537,8.99122,7.3678,4.37073
REM,0.00114,4.87024,9.74049,8.49171,3.74634
REM,0.00173,4.87024,9.1161,7.49268,5.12
NREM,0.00109,5.12,9.61561,8.74146,3.74634
NREM,0.00155,4.99512,8.86634,7.74244,3.74634
NREM,0.00164,4.24585,8.74146,7.11805,5.12
NREM,0.00868,4.74537,11.73854,10.11512,3.62146
NREM,0.00136,4.62049,9.24098,8.11707,4.49561
NREM,0.00183,4.87024,8.36683,7.11805,5.49463
REM,0.00144,5.49463,9.36585,8.36683,5.49463
NREM,0.00161,5.12,9.1161,8.11707,4.99512
REM,0.00193,4.99512,8.61659,7.24293,4.99512
REM,0.00143,4.87024,9.1161,7.86732,5.61951
REM,0.00182,4.62049,8.74146,7.11805,5.49463
REM,0.00124,4.99512,9.74049,7.86732,3.9961
NREM,0.00144,4.74537,8.74146,7.61756,3.62146
NREM,0.00154,4.37073,9.1161,7.74244,4.24585
NREM,0.00171,4.99512,8.86634,7.61756,4.62049
NREM,0.00195,4.62049,8.61659,7.61756,3.74634
NREM,0.00224,4.62049,11.3639,8.61659,4.49561
NREM,0.00161,4.99512,9.1161,7.61756,4.74537
REM,0.0015,4.87024,8.49171,7.49268,4.99512
REM,0.00172,4.74537,8.99122,8.11707,3.74634
REM,0.00271,4.74537,8.49171,7.11805,4.62049
REM,0.00265,4.24585,8.99122,7.3678,3.24683
REM,0.00153,4.99512,9.24098,7.9922,4.24585
REM,0.00169,4.99512,8.99122,7.86732,4.49561
REM,0.00102,4.74537,9.61561,7.9922,4.37073
REM,0.00117,4.74537,9.36585,7.86732,4.37073
REM,0.00145,4.74537,8.61659,7.3678,4.62049
NREM,0.00706,3.62146,10.11512,7.49268,2.49756
NREM,0.0051,3.87122,10.24,8.11707,2.8722
REM,0.00128,4.49561,9.1161,7.9922,3.87122
REM,0.0014,4.49561,9.61561,8.11707,4.37073
NREM,0.00218,4.12098,11.48878,8.61659,2.99707
NREM,0.00141,5.61951,9.36585,8.61659,4.74537
NREM,0.00103,6.11902,9.36585,8.49171,7.49268
NREM,0.00128,5.24488,9.36585,8.36683,4.49561
NREM,0.00119,4.99512,9.24098,7.86732,4.49561
NREM,0.00095,4.99512,9.36585,8.11707,4.24585
NREM,0.0008,4.87024,9.74049,8.24195,4.37073
NREM,0.00077,4.99512,9.61561,8.36683,5.61951
NREM,0.00186,5.36976,8.86634,7.61756,5.36976
NREM,0.00147,6.99317,9.49073,8.86634,7.74244
NREM,0.00177,4.87024,9.24098,7.74244,4.87024
NREM,0.00133,5.24488,9.49073,8.36683,4.87024
NREM,0.00146,4.99512,8.99122,7.86732,5.49463
NREM,0.00109,5.12,9.24098,7.61756,5.12
NREM,0.00091,5.36976,9.86537,8.36683,3.74634
NREM,0.00211,5.12,8.61659,6.99317,5.61951
NREM,0.00152,4.37073,8.61659,6.86829,3.87122
NREM,0.00119,4.87024,9.36585,7.86732,4.24585
NREM,0.00107,5.24488,9.36585,7.61756,5.61951
NREM,0.0015,5.24488,10.61463,8.61659,4.49561
NREM,0.0014,6.49366,9.74049,9.1161,6.36878
NREM,0.0012,4.49561,9.24098,7.9922,3.9961
NREM,0.0013,4.99512,8.74146,7.49268,4.74537
NREM,0.00218,4.62049,10.11512,7.86732,4.24585
NREM,0.00048,6.11902,11.3639,9.99024,3.12195
NREM,0.0006,6.86829,11.48878,9.86537,7.61756
NREM,0.00058,6.74341,11.11415,9.86537,8.49171
NREM,0.00494,3.62146,9.74049,7.24293,3.37171
NREM,0.00086,5.99415,14.11122,11.61366,2.74732
NREM,0.0005,5.74439,11.3639,9.61561,3.74634
NREM,0.00059,5.74439,11.61366,9.86537,2.99707
NREM,0.00055,5.86927,12.36293,10.48976,4.99512
NREM,0.00064,6.36878,11.11415,9.74049,8.11707
NREM,0.0007,5.61951,11.11415,8.99122,3.62146
NREM,0.00076,5.74439,11.23902,9.61561,3.12195
NREM,0.00075,5.36976,11.73854,9.74049,3.37171
NREM,0.00059,5.61951,11.73854,10.24,4.99512
NREM,0.00065,5.61951,12.36293,10.11512,3.12195
NREM,0.00078,4.99512,12.11317,9.74049,4.24585
NREM,0.00057,5.24488,12.86244,10.98927,2.99707
NREM,0.00087,5.24488,11.86341,10.11512,3.24683
NREM,0.00081,5.99415,11.48878,9.86537,3.24683
NREM,0.00091,5.49463,11.61366,10.11512,3.62146
NREM,0.00086,5.74439,11.98829,10.98927,3.87122
NREM,0.00095,6.11902,11.61366,10.48976,3.12195
NREM,0.00071,6.11902,11.73854,10.11512,4.37073
NREM,0.00102,5.24488,11.98829,10.36488,4.37073
NREM,0.00102,6.36878,11.98829,10.48976,7.11805
NREM,0.00074,6.11902,12.11317,10.73951,3.87122
NREM,0.00137,5.74439,11.61366,10.24,3.37171
NREM,0.00106,6.2439,11.61366,9.74049,8.61659
NREM,0.00104,6.86829,11.73854,10.98927,8.24195
NREM,0.00134,6.2439,11.61366,10.48976,4.24585
NREM,0.00097,5.99415,11.61366,10.24,5.24488
NREM,0.00119,6.36878,12.11317,10.73951,3.9961
NREM,0.0012,6.49366,11.61366,10.48976,3.37171
NREM,0.00109,6.74341,11.48878,10.48976,8.74146
NREM,0.00125,6.74341,11.23902,10.24,3.87122
NREM,0.00124,7.24293,11.73854,10.86439,8.49171
NREM,0.00134,6.61854,11.23902,10.24,7.24293
NREM,0.00142,6.2439,11.3639,10.48976,3.62146
NREM,0.00127,6.86829,11.11415,10.24,6.99317
NREM,0.00157,6.11902,10.73951,9.74049,6.11902
NREM,0.00132,6.99317,10.98927,10.24,8.49171
NREM,0.00156,6.49366,10.98927,10.48976,3.24683
NREM,0.00141,6.2439,10.73951,9.99024,7.11805
NREM,0.0016,6.36878,10.36488,9.61561,7.49268
NREM,0.00147,6.11902,10.86439,9.86537,4.74537
NREM,0.00154,6.61854,10.48976,9.86537,4.62049
NREM,0.0015,6.11902,10.61463,9.74049,3.12195
NREM,0.00154,6.36878,10.73951,9.74049,3.62146
NREM,0.00125,6.61854,10.73951,9.99024,7.3678
NREM,0.00127,5.86927,11.23902,10.11512,4.49561
NREM,0.002,6.2439,10.24,9.61561,7.11805
NREM,0.0016,5.99415,10.36488,9.61561,5.49463
NREM,0.00148,6.2439,10.61463,9.74049,3.24683
NREM,0.00151,5.49463,10.86439,9.86537,4.99512
NREM,0.00155,6.2439,10.61463,9.86537,5.86927
NREM,0.00151,6.36878,10.61463,9.74049,7.74244
NREM,0.00165,5.86927,10.11512,9.36585,3.24683
NREM,0.00179,5.61951,10.36488,9.61561,3.37171
NREM,0.00142,5.49463,10.61463,9.61561,3.49659
NREM,0.00147,5.74439,10.61463,9.61561,4.62049
NREM,0.00142,5.12,10.36488,9.36585,2.74732
NREM,0.00163,5.36976,10.36488,9.36585,6.74341
NREM,0.00154,5.61951,10.61463,9.74049,4.12098
NREM,0.00141,6.11902,10.36488,9.74049,4.12098
NREM,0.00173,5.61951,10.11512,9.49073,3.37171
NREM,0.00147,6.2439,10.61463,9.86537,7.49268
NREM,0.00182,5.36976,10.36488,9.1161,3.12195
NREM,0.00146,5.61951,10.73951,9.74049,3.12195
NREM,0.00143,5.36976,10.73951,9.36585,3.9961
NREM,0.0015,6.2439,10.86439,9.86537,6.86829
NREM,0.00137,5.86927,10.61463,9.86537,7.11805
NREM,0.00143,6.36878,10.36488,9.49073,6.99317
NREM,0.00157,6.2439,10.24,9.61561,3.12195
NREM,0.00154,5.49463,10.61463,9.61561,3.49659
NREM,0.00157,5.99415,10.61463,9.86537,3.87122
NREM,0.00156,5.86927,10.73951,9.49073,3.9961
NREM,0.00163,6.74341,10.11512,9.61561,6.86829
NREM,0.00168,6.36878,10.36488,9.61561,7.86732
NREM,0.00179,5.12,10.24,9.24098,3.12195
NREM,0.00141,6.11902,10.48976,9.61561,7.11805
NREM,0.00157,5.99415,10.24,9.49073,6.61854
NREM,0.00147,6.2439,10.24,9.61561,7.3678
NREM,0.00137,5.61951,10.36488,9.61561,4.99512
NREM,0.00155,6.36878,10.48976,9.36585,7.9922
NREM,0.00128,5.99415,10.36488,9.61561,2.37268
NREM,0.00149,5.49463,10.36488,9.1161,5.74439
NREM,0.00145,5.24488,10.61463,9.74049,4.99512
NREM,0.00141,5.86927,10.36488,9.49073,6.11902
NREM,0.00152,5.99415,10.36488,9.61561,3.37171
NREM,0.00143,5.12,10.48976,9.36585,2.62244
NREM,0.00146,5.99415,10.24,9.36585,3.49659
NREM,0.0017,5.36976,10.36488,9.1161,4.87024
NREM,0.00093,5.99415,10.73951,9.24098,7.74244
NREM,0.00154,5.24488,11.3639,9.86537,5.24488
NREM,0.0011,5.86927,10.73951,9.61561,4.49561
NREM,0.00141,5.36976,10.73951,9.36585,3.9961
NREM,0.00152,5.12,10.73951,9.24098,3.9961
NREM,0.00092,6.2439,11.3639,9.86537,6.99317
NREM,0.00153,6.2439,11.23902,9.61561,7.49268
NREM,0.00105,5.61951,11.3639,9.74049,2.74732
NREM,0.00101,5.86927,11.23902,9.74049,7.3678
NREM,0.00077,6.61854,11.61366,9.61561,7.9922
REM,0.00071,6.2439,11.86341,10.36488,3.24683
REM,0.00059,5.74439,12.11317,10.24,5.36976
REM,0.00082,5.74439,11.73854,10.48976,5.12
REM,0.00083,6.49366,10.36488,8.99122,7.61756
NREM,0.00036,6.61854,11.61366,10.11512,7.9922
NREM,0.00073,7.11805,10.61463,9.36585,7.9922
NREM,0.0004,6.86829,11.86341,10.24,8.24195
NREM,0.00049,6.74341,11.23902,9.86537,7.24293
NREM,0.00062,5.99415,11.98829,10.61463,6.74341
NREM,0.00051,6.86829,11.73854,10.24,4.49561
NREM,0.00047,5.86927,12.11317,10.48976,4.12098
NREM,0.00053,5.99415,11.86341,10.24,3.9961
NREM,0.00043,6.2439,11.98829,10.36488,5.24488
NREM,0.00065,5.99415,11.3639,9.86537,6.11902
NREM,0.00047,6.61854,11.61366,10.11512,4.74537
NREM,0.0009,5.24488,12.11317,10.24,4.12098
NREM,0.00091,6.2439,11.86341,10.48976,8.24195
NREM,0.00059,6.99317,11.3639,10.36488,7.49268
NREM,0.00064,6.61854,10.98927,9.86537,3.9961
NREM,0.00076,6.61854,12.11317,10.86439,8.11707
NREM,0.00103,7.24293,11.11415,10.24,6.61854
NREM,0.0007,6.61854,11.98829,10.98927,8.11707
NREM,0.00077,6.74341,11.61366,10.61463,3.87122
NREM,0.0011,6.99317,10.98927,9.86537,8.74146
NREM,0.00082,7.24293,11.11415,10.11512,7.74244
NREM,0.00095,7.74244,11.48878,10.61463,8.36683
NREM,0.00111,6.86829,10.48976,9.86537,8.36683
NREM,0.00091,7.3678,11.48878,10.61463,7.3678
NREM,0.00142,6.61854,10.48976,9.74049,6.11902
NREM,0.00125,6.99317,10.61463,9.99024,6.99317
NREM,0.00121,6.49366,10.61463,9.86537,8.49171
NREM,0.00154,6.36878,10.24,9.49073,7.86732
NREM,0.00131,7.11805,10.86439,10.11512,8.11707
NREM,0.00118,5.99415,10.24,9.61561,8.24195
NREM,0.00128,6.99317,10.48976,9.86537,8.24195
NREM,0.00108,6.2439,10.61463,9.61561,7.49268
NREM,0.00124,6.2439,10.61463,9.74049,3.24683
NREM,0.00179,6.61854,10.24,9.49073,7.11805
NREM,0.00097,6.86829,10.61463,9.86537,7.61756
NREM,0.00146,5.99415,10.48976,9.74049,2.74732
NREM,0.00139,5.99415,10.36488,9.36585,8.11707
NREM,0.00158,5.99415,10.61463,9.99024,6.2439
NREM,0.00106,6.74341,10.86439,10.11512,9.1161
NREM,0.00141,6.49366,9.99024,9.49073,9.1161
NREM,0.00117,6.99317,10.36488,9.61561,7.49268
NREM,0.00128,5.99415,10.98927,9.99024,5.36976
NREM,0.001,6.49366,10.61463,9.74049,6.11902
NREM,0.00151,7.11805,10.98927,10.11512,7.3678
NREM,0.00086,6.99317,10.98927,10.48976,3.9961
NREM,0.00108,6.2439,10.86439,9.74049,6.74341
NREM,0.00132,6.61854,10.73951,10.24,6.86829
NREM,0.00157,5.86927,10.48976,9.24098,3.87122
NREM,0.00143,6.99317,10.73951,9.36585,7.11805
NREM,0.00056,6.99317,10.98927,9.99024,7.86732
NREM,0.00057,6.11902,11.48878,9.86537,4.12098
NREM,0.00087,7.11805,11.23902,10.48976,7.61756
NREM,0.00061,6.74341,11.48878,10.11512,8.74146
NREM,0.00099,6.86829,11.61366,10.86439,3.12195
NREM,0.00079,6.86829,11.61366,10.48976,8.11707
NREM,0.00082,6.36878,11.23902,9.99024,7.86732
NREM,0.00164,6.2439,10.48976,9.49073,7.49268
NREM,0.00091,7.11805,10.73951,9.99024,7.86732
NREM,0.00092,6.2439,10.73951,9.99024,6.36878
NREM,0.0011,6.49366,10.98927,10.11512,7.3678
NREM,0.00102,6.36878,11.23902,9.99024,3.74634
NREM,0.00134,6.2439,10.48976,9.49073,7.9922
NREM,0.00101,6.86829,11.11415,10.24,8.61659
